race_code,Ｒ,場コード,距離,コース,頭数,クラス名,馬番,枠番,ketto_toroku_bango,馬名,年齢,性別,騎手,調教師,馬主(最新/仮想),斤量,オッズ,人気,場所
2026062702010505,05,02,1200,17,00,701,04,4,2024102267,サウンドエフォート,02,1,吉田隼人,安達昭夫,増田　雄一,550,0000,00,函館
2026062702010505,05,02,1200,17,00,701,05,5,2024105444,アゴルディーノ,02,1,横山和生,田村康仁,ディアレストクラブ,550,0000,00,函館
2026062702010505,05,02,1200,17,00,701,06,6,2024100800,ルギッドドランジュ,02,2,岩田望来,秋本大介,ローレルレーシング,550,0000,00,函館
2026062702010505,05,02,1200,17,00,701,07,7,2024103505,ヌーンベルク,02,2,横山武史,武井亮　,ＫＨレーシング,550,0000,00,函館
2026062702010505,05,02,1200,17,00,701,08,8,2024100336,マナベラ,02,2,丹内祐次,岩戸孝樹,ディアレストクラブ,550,0000,00,函館
2026062702010506,06,02,1700,24,00,703,01,1,2023107147,コサージュ,03,2,横山琉人,清水久詞,石川　達絵,550,0000,00,函館
2026062702010506,06,02,1700,24,00,703,02,2,2023100745,リアル,03,2,松本大輝,長谷川浩,加藤　天明,550,0000,00,函館
2026062702010506,06,02,1700,24,00,703,03,3,2023102608,エリカビアリッツ,03,2,佐々木大,堀宣行　,三木　正浩,550,0000,00,函館
2026062702010506,06,02,1700,24,00,703,04,4,2023101315,サンエンジェルス,03,2,浜中俊　,谷潔　　,加藤　信之,550,0000,00,函館
2026062702010506,06,02,1700,24,00,703,05,5,2023104046,プリンセスアツコ,03,2,鮫島克駿,河嶋宏樹,タナカモータース,550,0000,00,函館
2026062702010506,06,02,1700,24,00,703,06,6,2023106929,コウソクユノ,03,2,横山武史,中舘英二,野崎　昭夫,550,0000,00,函館
2026062702010506,06,02,1700,24,00,703,07,6,2023104194,コーリンクレア,03,2,横山和生,小野次郎,伊藤　恵子,550,0000,00,函館
2026062702010506,06,02,1700,24,00,703,08,7,2023103191,ワンダーアスク,03,2,川又賢治,笹田和秀,廣崎利洋ＨＤ,550,0000,00,函館
2026062702010506,06,02,1700,24,00,703,09,7,2023101145,プルーフリーディン,03,2,斎藤新　,小林真也,ゴドルフィン,550,0000,00,函館
2026062702010506,06,02,1700,24,00,703,10,8,2023102611,ドンレミラピュセル,03,2,和田陽希,藤原英昭,ＯＵＭＡ,520,0000,00,函館
2026062702010506,06,02,1700,24,00,703,11,8,2023102458,ファントムグレース,03,2,遠藤汰月,本田優　,水谷　昌晃,520,0000,00,函館
2026062702010507,07,02,2000,17,00,005,01,1,2023107194,ブランヴァンダイク,03,1,小沢大仁,辻野泰之,シルクレーシング,550,0000,00,函館
2026062702010507,07,02,2000,17,00,005,02,2,2023106443,コスモナエマ,03,2,長浜鴻緒,手塚貴久,ビッグレッドファーム,520,0000,00,函館
2026062702010507,07,02,2000,17,00,005,03,3,2023104156,グランアルト,03,1,斎藤新　,斎藤誠　,ＧＥＴ　ＮＥＸＴ,550,0000,00,函館
2026062702010507,07,02,2000,17,00,005,04,4,2023105021,メイショウテンク,03,1,吉田隼人,荒川義之,松本　好隆,550,0000,00,函館
2026062702010507,07,02,2000,17,00,005,05,5,2023100521,ディーリライズ,03,1,浜中俊　,緒方努　,大塚　泰弘,550,0000,00,函館
2026062702010507,07,02,2000,17,00,005,06,6,2023103875,マカナアネラ,03,1,松本大輝,角田晃一,グランホース,550,0000,00,函館
2026062702010507,07,02,2000,17,00,005,07,6,2022105060,サウンドサンライズ,04,2,佐々木大,東田明士,ライフハウス,560,0000,00,函館
2026062702010507,07,02,2000,17,00,005,08,7,2023104487,アイドクレース,03,2,小林美駒,金成貴史,サラブレッドクラブ・ラフィアン,500,0000,00,函館
2026062702010507,07,02,2000,17,00,005,09,7,2022103222,エオアリイ,04,1,舟山瑠泉,平岩大典,鈴木　剛史,570,0000,00,函館
2026062702010507,07,02,2000,17,00,005,10,8,2022100922,ゴガツノアマノガワ,04,1,丹内祐次,清水英克,石川　秀守,580,0000,00,函館
2026062702010507,07,02,2000,17,00,005,11,8,2021105050,ドウアドバンテージ,05,1,武豊　　,四位洋文,キーファーズ,580,0000,00,函館
2026062702010508,08,02,1000,24,00,005,01,1,2023105591,マメタンク,03,1,斎藤新　,東田明士,岡田　隆寛,550,0000,00,函館
2026062702010508,08,02,1000,24,00,005,02,2,2023104539,フレンズプラス,03,2,丹内祐次,宮本博　,稲場　澄,530,0000,00,函館
2026062702010508,08,02,1000,24,00,005,03,3,2022101204,サツキレジーナ,04,2,古川吉洋,石栗龍彦,小野　博郷,560,0000,00,函館
2026062702010508,08,02,1000,24,00,005,04,4,2022104317,ミサビスケッツ,04,2,河原田菜,村田一誠,嶋田　一成,520,0000,00,函館
2026062702010508,08,02,1000,24,00,005,05,5,2022106418,ブラックトルネード,04,1,長浜鴻緒,佐藤吉勝,田頭　勇貴,570,0000,00,函館
2026062702010508,08,02,1000,24,00,005,06,6,2021101891,スパークルジョイ,05,2,舟山瑠泉,前川恭子,輝レーシング,550,0000,00,函館
2026062702010508,08,02,1000,24,00,005,07,6,2023107534,カッタッパ,03,1,松本大輝,森秀行　,冨士井　直哉,550,0000,00,函館
2026062702010508,08,02,1000,24,00,005,08,7,2022104858,セイルロケット,04,1,小沢大仁,橋口慎介,キャロットファーム,580,0000,00,函館
2026062702010508,08,02,1000,24,00,005,09,7,2021110162,ジュウオウ,05,1,池添謙一,秋山真一,天野　克彦,580,0000,00,函館
2026062702010508,08,02,1000,24,00,005,10,8,2023102390,マジェステラ,03,2,佐々木大,千葉直人,ノルマンディーサラブレッドレーシング,530,0000,00,函館
2026062702010508,08,02,1000,24,00,005,11,8,2023105616,テーオーナタリー,03,2,鮫島克駿,梅田智之,小笹　公也,530,0000,00,函館
2026062702010509,09,02,1200,17,00,005,01,1,2023110054,クワイエットアイ,03,1,松本大輝,中竹和也,前田　幸大,550,0000,00,函館
2026062702010509,09,02,1200,17,00,005,02,2,2022106016,ブライアーヒル,04,2,横山琉人,中尾秀正,高岡　浩行,560,0000,00,函館
2026062702010509,09,02,1200,17,00,005,03,3,2023101847,ナオミライトニング,03,2,北村友一,畑端省吾,ＤＭＭドリームクラブ,530,0000,00,函館
2026062702010509,09,02,1200,17,00,005,04,4,2022101405,ララバニュルス,04,1,横山和生,大竹正博,フジイ興産,580,0000,00,函館
2026062702010509,09,02,1200,17,00,005,05,5,2022106357,トップオンザヒル,04,3,小沢大仁,岡田稲男,マークス,580,0000,00,函館
2026062702010509,09,02,1200,17,00,005,06,6,2023105277,ファニーバニー,03,2,鮫島克駿,杉山佳明,谷崎　森吾,530,0000,00,函館
2026062702010509,09,02,1200,17,00,005,07,7,2021103303,ドリーミングアップ,05,1,横山武史,高橋文雅,古賀　和夫,580,0000,00,函館
2026062702010509,09,02,1200,17,00,005,08,8,2021104404,シュークリーム,05,2,岩田望来,西村真幸,安原　浩司,560,0000,00,函館
2026062702010509,09,02,1200,17,00,005,09,8,2022102878,ナンナンプー,04,2,岩田康誠,水野貴広,友水　達也,560,0000,00,函館
2026062702010510,10,02,2000,17,00,010,01,1,2022105549,ハートメテオ,04,2,岩田望来,笹田和秀,吉田　照哉,560,0000,00,函館
2026062702010510,10,02,2000,17,00,010,02,2,2022100625,ラブリーリディア,04,2,小沢大仁,中内田充,ロードホースクラブ,560,0000,00,函館
2026062702010510,10,02,2000,17,00,010,03,3,2022105166,ヨヒーン,04,2,鮫島克駿,杉山晴紀,藤田　晋,560,0000,00,函館
2026062702010510,10,02,2000,17,00,010,04,4,2022104748,ウィルサヴァイブ,04,2,横山武史,須貝尚介,安原　浩司,560,0000,00,函館
2026062702010510,10,02,2000,17,00,010,05,5,2019103816,リッチブラック,07,1,斎藤新　,西村真幸,辻牧場,580,0000,00,函館
2026062702010510,10,02,2000,17,00,010,06,6,2020100177,ロードマンハイム,06,3,岩田康誠,友道康夫,ロードホースクラブ,580,0000,00,函館
2026062702010510,10,02,2000,17,00,010,07,6,2022103310,レイヤードレッド,04,1,長浜鴻緒,手塚貴久,ミルファーム,580,0000,00,函館
2026062702010510,10,02,2000,17,00,010,08,7,2022105018,バルティカ,04,1,北村友一,高橋亮　,吉田　勝己,580,0000,00,函館
2026062702010510,10,02,2000,17,00,010,09,7,2021107085,ウインアクトゥール,05,1,丹内祐次,栗田徹　,ウイン,580,0000,00,函館
2026062702010510,10,02,2000,17,00,010,10,8,2019105051,アメジストブラック,07,1,舟山瑠泉,小椋研介,サンデーレーシング,580,0000,00,函館
2026062702010510,10,02,2000,17,00,010,11,8,2021110130,ドッビアーコ,05,3,古川吉洋,奥村豊　,吉田　和美,580,0000,00,函館
2026062702010511,11,02,1200,17,00,999,01,1,2022103304,ダンツエラン,04,2,古川吉洋,本田優　,山元　哲二,530,0000,00,函館
2026062702010511,11,02,1200,17,00,999,02,2,2023107008,ブラックチャリス,03,2,吉田隼人,武幸四郎,フィールドレーシング,530,0000,00,函館
2026062702010511,11,02,1200,17,00,999,03,3,2021100522,ジョーメッドヴィン,05,1,横山琉人,清水久詞,上田　江吏子,570,0000,00,函館
2026062702010511,11,02,1200,17,00,999,04,3,2020103962,ステークホルダー,06,1,斎藤新　,斎藤誠　,諸江　幸祐,540,0000,00,函館
2026062702010511,11,02,1200,17,00,999,05,4,2020110090,ティニア,06,1,佐々木大,池江泰寿,前田　幸治,560,0000,00,函館
2026062702010511,11,02,1200,17,00,999,06,4,2020103356,クファシル,06,1,北村友一,池添学　,サンデーレーシング,550,0000,00,函館
2026062702010511,11,02,1200,17,00,999,07,5,2019100751,マイネルレノン,07,1,丹内祐次,宮徹　　,サラブレッドクラブ・ラフィアン,550,0000,00,函館
2026062702010511,11,02,1200,17,00,999,08,5,2020109102,サウザンサニー,06,1,大野拓弥,岩戸孝樹,千明牧場,550,0000,00,函館
2026062702010511,11,02,1200,17,00,999,09,6,2019102273,モリノドリーム,07,2,武豊　　,鈴木伸尋,森　和久,540,0000,00,函館
2026062702010511,11,02,1200,17,00,999,10,6,2021103092,ナムラローズマリー,05,2,松本大輝,羽月友彦,奈村　睦弘,530,0000,00,函館
2026062702010511,11,02,1200,17,00,999,11,7,2022102887,ナムラクララ,04,2,浜中俊　,長谷川浩,奈村　睦弘,540,0000,00,函館
2026062702010511,11,02,1200,17,00,999,12,7,2022110105,アメリカンステージ,04,1,岩田望来,矢作芳人,吉澤ホールディングス,575,0000,00,函館
2026062702010511,11,02,1200,17,00,999,13,8,2021100130,ロードフォアエース,05,1,岩田康誠,友道康夫,ロードホースクラブ,575,0000,00,函館
2026062702010511,11,02,1200,17,00,999,14,8,2022102434,ルージュラナキラ,04,2,横山武史,加藤征弘,東京ホースレーシング,540,0000,00,函館
2026062702010512,12,02,1700,24,00,005,01,1,2021100387,マーベリックシチー,05,1,鮫島克駿,岡田稲男,友駿ホースクラブ,580,0000,00,函館
2026062702010512,12,02,1700,24,00,005,02,2,2023101704,テイエムゴッホ,03,1,舟山瑠泉,浜田多実,竹園　正繼,540,0000,00,函館
2026062702010512,12,02,1700,24,00,005,03,3,2023104499,ビナハイバン,03,1,横山琉人,中尾秀正,井之口　二三雄,550,0000,00,函館
2026062702010512,12,02,1700,24,00,005,04,4,2023106397,ストロングボーイ,03,1,荻野琢真,野中賢二,廣崎　智子,550,0000,00,函館
2026062702010512,12,02,1700,24,00,005,05,5,2022101044,グレイスフルマーチ,04,1,斎藤新　,中村直也,ノルマンディーサラブレッドレーシング,580,0000,00,函館
2026062702010512,12,02,1700,24,00,005,06,6,2022104259,アイファーシャドー,04,1,佐々木大,蛯名利弘,中島　稔,580,0000,00,函館
2026062702010512,12,02,1700,24,00,005,07,7,2022106669,パシーヴ,04,1,長浜鴻緒,上原博之,ノースヒルズ,570,0000,00,函館
2026062702010512,12,02,1700,24,00,005,08,7,2019103592,ベイビールビオ,07,1,古川吉洋,石栗龍彦,熊澤亮輔,580,0000,00,函館
2026062702010512,12,02,1700,24,00,005,09,8,2022104663,フロウアンドライム,04,1,小林美駒,大和田成,金子真人ホールディングス,550,0000,00,函館
2026062702010512,12,02,1700,24,00,005,10,8,2023103986,メイショウソラリス,03,1,武豊　　,角田晃一,松本　好隆,550,0000,00,函館
2026062703020101,01,03,2750,54,00,703,01,1,2018103603,グラヴィテ,08,2,黒岩悠　,藤野健太,栗山　学,580,0000,00,福島
2026062703020101,01,03,2750,54,00,703,02,2,2020102559,ナチュラルリバー,06,1,高田潤　,宮地貴稔,吉田　晴哉,600,0000,00,福島
2026062703020101,01,03,2750,54,00,703,03,3,2021110002,ワールドシリーズ,05,1,中村将之,秋山真一,シルクレーシング,600,0000,00,福島
2026062703020101,01,03,2750,54,00,703,04,3,2019106698,バラジ,07,3,小牧加矢,井上智史,岡田　牧雄,600,0000,00,福島
2026062703020101,01,03,2750,54,00,703,05,4,2022104000,ディベルティスマン,04,1,伴啓太　,菊沢隆徳,堂守　貴志,600,0000,00,福島
2026062703020101,01,03,2750,54,00,703,06,4,2019101351,セキテイオー,07,1,金子光希,田中剛　,杉山　元洋,600,0000,00,福島
2026062703020101,01,03,2750,54,00,703,07,5,2022104753,クロライナ,04,3,五十嵐雄,室井潔　,岡田　牧雄,600,0000,00,福島
2026062703020101,01,03,2750,54,00,703,08,5,2022102713,エンジョイドライブ,04,1,難波剛健,宮本博　,田島　政光,600,0000,00,福島
2026062703020101,01,03,2750,54,00,703,09,6,2020110065,キュピドン,06,1,森一馬　,森秀行　,前田　幸貴,600,0000,00,福島
2026062703020101,01,03,2750,54,00,703,10,6,2020102956,ブライテストドーン,06,3,小林凌大,田島俊明,吉田　千津,570,0000,00,福島
2026062703020101,01,03,2750,54,00,703,11,7,2022110139,アスクアットバット,04,3,田村太雅,加藤公太,廣崎利洋ＨＤ,600,0000,00,福島
2026062703020101,01,03,2750,54,00,703,12,7,2021100557,オーサムストローク,05,1,草野太郎,伊藤圭三,ライオンレースホース,600,0000,00,福島
2026062703020101,01,03,2750,54,00,703,13,8,2020103486,トラマンダーレ,06,3,坂口智康,浅利英明,シルクレーシング,570,0000,00,福島
2026062703020101,01,03,2750,54,00,703,14,8,2021101164,フォルガイル,05,1,水沼元輝,加藤和宏,ライオンレースホース,570,0000,00,福島
2026062703020102,02,03,1700,24,00,703,01,1,2023107392,ルプルミエラムール,03,2,小崎綾也,加藤征弘,高村　晶彦,550,0000,00,福島
2026062703020102,02,03,1700,24,00,703,02,2,2023105754,リマーカブル,03,1,上里直汰,加藤和宏,小原　準一郎,540,0000,00,福島
2026062703020102,02,03,1700,24,00,703,03,2,2023101814,アオイミズホ,03,1,戸崎圭太,古賀慎明,みずほ,570,0000,00,福島
2026062703020102,02,03,1700,24,00,703,04,3,2023101578,コパノミラノ,03,1,柴田大知,上原博之,小林　祥晃,570,0000,00,福島
2026062703020102,02,03,1700,24,00,703,05,3,2023101482,カンフーヒーロー,03,1,水沼元輝,的場均　,田頭　勇貴,540,0000,00,福島
2026062703020102,02,03,1700,24,00,703,06,4,2023105386,タイセイジェンマ,03,3,野中悠太,松尾卓哉,田中　成奉,570,0000,00,福島
2026062703020102,02,03,1700,24,00,703,07,4,2023106860,アーティキュレート,03,1,菊沢一樹,手塚貴久,シルクレーシング,570,0000,00,福島
2026062703020102,02,03,1700,24,00,703,08,5,2023102167,スクイーズアウト,03,1,原優介　,黒岩陽一,Ｙ’ｓレーシング,570,0000,00,福島
2026062703020102,02,03,1700,24,00,703,09,5,2023106020,フロムドーン,03,1,石田拓郎,新開幸一,京都ホースレーシング,540,0000,00,福島
2026062703020102,02,03,1700,24,00,703,10,6,2023106889,マーゴットライズ,03,1,木幡巧也,伊坂重信,前田　良平,570,0000,00,福島
2026062703020102,02,03,1700,24,00,703,11,6,2023101733,ナツミカンチャン,03,2,石川裕紀,千葉直人,河野　洋平,550,0000,00,福島
2026062703020102,02,03,1700,24,00,703,12,7,2023104227,キタノタイキ,03,1,小林脩斗,奥平雅士,北所　直人,570,0000,00,福島
2026062703020102,02,03,1700,24,00,703,13,7,2023103303,リゼクールグレー,03,1,吉田豊　,高橋文雅,飯田　訓大,570,0000,00,福島
2026062703020102,02,03,1700,24,00,703,14,8,2023104105,テンオンスゴールド,03,1,江田照男,田中剛　,島井　新一郎,570,0000,00,福島
2026062703020102,02,03,1700,24,00,703,15,8,2023107184,スターツトゥデイ,03,1,坂井瑠星,大竹正博,吉田　和美,570,0000,00,福島
2026062703020103,03,03,1700,24,00,005,01,1,2023100757,コウユーニポポニコ,03,2,石田拓郎,竹内正洋,加治屋　貞光,500,0000,00,福島
2026062703020103,03,03,1700,24,00,005,02,2,2023105664,ラフレードピエル,03,1,江田照男,萱野浩二,ＫＡＪＩＭＯＴＯホールディングス,550,0000,00,福島
2026062703020103,03,03,1700,24,00,005,03,2,2023103806,ジェネラスキング,03,1,ゴンサル,久保田貴,Ｇ１レーシング,550,0000,00,福島
2026062703020103,03,03,1700,24,00,005,04,3,2023102352,タイセツナヒ,03,1,原優介　,杉浦宏昭,石田　勇,550,0000,00,福島
2026062703020103,03,03,1700,24,00,005,05,3,2023105963,ナリノシャーウッド,03,1,菊沢一樹,田村康仁,成塚　清志,550,0000,00,福島
2026062703020103,03,03,1700,24,00,005,06,4,2023102364,サムシングニュー,03,1,石神深道,鹿戸雄一,岡田　牧雄,520,0000,00,福島
2026062703020103,03,03,1700,24,00,005,07,4,2022103011,ブルーユンチェリー,04,2,武藤雅　,水野貴広,高樽　さゆり,560,0000,00,福島
2026062703020103,03,03,1700,24,00,005,08,5,2023101705,ガムラスタン,03,1,小林脩斗,斎藤誠　,大野　富生,550,0000,00,福島
2026062703020103,03,03,1700,24,00,005,09,5,2022105548,プロスペクトパーク,04,1,坂井瑠星,高柳瑞樹,社台レースホース,580,0000,00,福島
2026062703020103,03,03,1700,24,00,005,10,6,2023105771,ショウナンパトス,03,1,津村明秀,中舘英二,国本　哲秀,550,0000,00,福島
2026062703020103,03,03,1700,24,00,005,11,6,2022102486,キタノブレイク,04,1,上里直汰,本間忍　,北所　直人,550,0000,00,福島
2026062703020103,03,03,1700,24,00,005,12,7,2022102269,ラルフテソーロ,04,1,木幡巧也,伊藤圭三,了徳寺健二ホールディングス,580,0000,00,福島
2026062703020103,03,03,1700,24,00,005,13,7,2022101281,クラウンフリード,04,1,佐藤翔馬,天間昭一,和田　志保,550,0000,00,福島
2026062703020103,03,03,1700,24,00,005,14,8,2023105162,コパノエイダン,03,1,柴田大知,上原博之,小林　祥晃,550,0000,00,福島
2026062703020103,03,03,1700,24,00,005,15,8,2023103263,パータリプトラ,03,3,北村宏司,武井亮　,幅田　京子,550,0000,00,福島
2026062703020104,04,03,2750,54,00,999,01,1,2022104293,トモジャシック,04,1,難波剛健,大根田裕,吉冨　朝美,600,0000,00,福島
2026062703020104,04,03,2750,54,00,999,02,2,2021103267,ブラックバラード,05,3,伴啓太　,嘉藤貴行,嶋田　一成,600,0000,00,福島
2026062703020104,04,03,2750,54,00,999,03,3,2021103480,ミレニアムヒロイン,05,2,草野太郎,池上昌和,岡田　牧雄,580,0000,00,福島
